appid,title_new,rank_new,price_text_new,release_text_new
2326200,NEO BERLIN 2087,340,Unpriced (Coming Soon),To be announced
3949550,1666: Amsterdam,342,Unpriced (Coming Soon),To be announced
2551550,Goodbye Seoul,344,Free,Coming soon
2302470,Full Fathom,355,Unpriced (Coming Soon),To be announced
2578510,20MTD: Emberpath,358,Unpriced (Coming Soon),To be announced
3333990,Covenant,364,Unpriced (Coming Soon),To be announced
2175840,Sunkissed City,366,Unpriced (Coming Soon),2026
1792460,We Kill Monsters,368,Unpriced (Coming Soon),To be announced
1675260,Among the Trolls,372,Unpriced (Coming Soon),2026
1840880,Freaked Fleapit,374,Free,Coming soon
2439770,PROJECT MIX,398,Free,Q1 2027
3763840,Felt That: Boxing,401,Unpriced (Coming Soon),To be announced
1976830,Vivaland,402,Unpriced (Coming Soon),To be announced
1747470,Road Diner Simulator,405,Unpriced (Coming Soon),Q3 2026
1752990,Class Zero Seven,408,Unpriced (Coming Soon),To be announced
3730310,Fractured Blooms,409,Unpriced (Coming Soon),To be announced
3886530,Westlanders,415,Unpriced (Coming Soon),2026
2526570,Band of Crusaders,416,Unpriced (Coming Soon),To be announced
792610,King of the Dwarves: Underground City Builder,417,Unpriced (Coming Soon),To be announced
2572040,Woodo,418,Unpriced (Coming Soon),To be announced
1166890,Necrofugitive,424,Unpriced (Coming Soon),To be announced
2239640,Earthblade,425,Free,Coming soon
2362260,Decadent,429,Free,Coming soon
1578940,Vampire Clans,434,Unpriced (Coming Soon),To be announced
3166050,Quite a Ride,445,Unpriced (Coming Soon),To be announced
1891280,Everbloom,446,Unpriced (Coming Soon),To be announced
1561740,Kriegsfront Tactics,448,Unpriced (Coming Soon),To be announced
3582810,Dandelion Void,451,Unpriced (Coming Soon),To be announced
1574480,Agent 64: Spies Never Die,455,Free,Coming soon
3668850,Suikoden STAR LEAP,459,Free,To be announced
2764460,Sandustry,462,Unpriced (Coming Soon),2026
1146670,Beauty And Violence: Valkyries,464,Free,Coming soon
1159390,Taxi Simulator,465,Unpriced (Coming Soon),To be announced
1593010,The Store is Closed,473,Unpriced (Coming Soon),To be announced
2796220,Apogea,476,Free,To be announced
2601540,Drowned Lake,478,Free,Coming soon
3051160,Black State,480,Unpriced (Coming Soon),To be announced
3707530,The Vernyhorn,482,Unpriced (Coming Soon),To be announced
2559370,The Scramble Vice,484,Free,Coming soon
3001740,Pelican Harbor,489,Free,Coming soon
2852700,BUS: Bro u Survived,498,Unpriced (Coming Soon),2026
2669060,Beyond Astra,501,Unpriced (Coming Soon),2026
1113400,Alliance of the Sacred Suns,505,Unpriced (Coming Soon),To be announced
2210150,At Fate's End,511,Unpriced (Coming Soon),2026
1053900,Radio the Universe,515,Unpriced (Coming Soon),To be announced
3393280,Anime Shop Simulator ✨,517,Unpriced (Coming Soon),2026
1447250,Junxions,519,Unpriced (Coming Soon),2026
2710740,Lost Legions,532,Free,Coming soon
3245640,Starfinder: Afterlight,533,Unpriced (Coming Soon),2026
1575990,Twisted Tower,535,Free,Coming soon
1186430,I.G.I. Origins,537,Unpriced (Coming Soon),To be announced
860210,Return to Nangrim,540,Free,Coming soon
687440,In The Valley of Gods,541,Free,December 2029
1792100,Motel Simulator,543,Unpriced (Coming Soon),To be announced
2893350,Liftlands,545,Unpriced (Coming Soon),To be announced
2987350,Catly,546,Unpriced (Coming Soon),To be announced
1624930,Ad Mortem,549,Unpriced (Coming Soon),To be announced
1207360,Medieval Frontiers,551,Unpriced (Coming Soon),2026
4119090,The Daughter,555,Free,Coming soon
1149450,Tree of Life 2,556,Free,Coming soon
3883910,La Divina Commedia,559,Unpriced (Coming Soon),To be announced
3058660,HARK THE GHOUL,560,Unpriced (Coming Soon),2026
2522120,Airframe Ultra,565,Free,Coming soon
2614370,Mr. Nomad,568,Unpriced (Coming Soon),To be announced
3176500,Wizard Cats,571,Free,Coming soon
3669430,Twilight Imperium Digital,574,Unpriced (Coming Soon),To be announced
1505940,Orc Warchief: Strategy Story,579,Unpriced (Coming Soon),2026
2193150,Kibu,580,Unpriced (Coming Soon),To be announced
3561220,Pass the Fear,583,Unpriced (Coming Soon),2026
1260940,Core Decay,585,Unpriced (Coming Soon),To be announced
1460210,Compound Fracture,587,Unpriced (Coming Soon),To be announced
3664440,Red Rust Pioneers,589,Unpriced (Coming Soon),2026
2067820,RetroSpace,590,Unpriced (Coming Soon),To be announced
2589980,Eden's Guardian,592,Free,Coming soon
443190,Project Haven,593,Free,Coming soon
2082980,Persist Online,595,Free,Coming soon
2974160,Blighted,597,Unpriced (Coming Soon),2026
3372060,Hell Maiden,598,Unpriced (Coming Soon),To be announced
3925150,AUDIOMECH: your music transformed,601,Unpriced (Coming Soon),To be announced
1748280,Gate Zero,603,Free,Coming soon
3268370,Tenkemo,604,Unpriced (Coming Soon),To be announced
2261560,We The People,605,Free,Coming soon
2946850,Streets of Fortuna,610,Unpriced (Coming Soon),To be announced
2710040,Delverium,613,Unpriced (Coming Soon),Q2 2026
969330,The Way of Wrath,614,Unpriced (Coming Soon),2026
1443980,Roman Empire Wars,615,Free,Coming soon
3038500,Cooking Simulator 2: Prologue,616,Free,Coming soon
3989240,FPS Quest,620,Unpriced (Coming Soon),To be announced
1104600,Rune Fencer Illyia,623,Unpriced (Coming Soon),2026
3370490,Giggleland,624,Free,Coming soon
2936290,The Life and Suffering of Prince Jerian,625,Free,Coming soon
1917990,Being and Becoming,627,Free,Coming soon
2434830,Surfpunk,628,Unpriced (Coming Soon),To be announced
3078140,Five Laps at Freddy's,629,Unpriced (Coming Soon),2026
1511480,AlterLife,635,Unpriced (Coming Soon),To be announced
3154460,Office Party,636,Unpriced (Coming Soon),2026
2975680,Revelation of Decay,640,Unpriced (Coming Soon),2026
1368050,La Mer La Guerre,643,Unpriced (Coming Soon),To be announced
2400980,AMONG THE WILD,648,Unpriced (Coming Soon),To be announced
3399240,Buster JAM!,649,Free,Coming soon
4358270,Pickmos,654,Unpriced (Coming Soon),To be announced
3434920,SAGE,655,Free,Coming soon
994680,The Dungeon Experience,658,Unpriced (Coming Soon),To be announced
3744040,Kaidan,661,Unpriced (Coming Soon),To be announced
3915840,Steel Ark,664,Unpriced (Coming Soon),October 2026
3596040,Time Takers,666,Free,Coming soon
3864190,MISHA,667,Unpriced (Coming Soon),To be announced
2464520,Surviving Deponia,670,Unpriced (Coming Soon),2026
2302120,Infinitum: The Backrooms Story,671,Unpriced (Coming Soon),To be announced
2355020,Lost Hellden,672,Unpriced (Coming Soon),2026
908770,Global Conflagration,673,Unpriced (Coming Soon),To be announced
2666580,Pathfinder: Abomination Vaults,675,Unpriced (Coming Soon),To be announced
1879250,Teatopia,678,Unpriced (Coming Soon),To be announced
2530870,GARBAGE COUNTRY,679,Unpriced (Coming Soon),2026
2885330,Fractured Mind,683,Free,2026
1553260,Scarlet Deer Inn,684,Unpriced (Coming Soon),To be announced
3183080,Kyoryu,686,Unpriced (Coming Soon),To be announced
1872970,Food Truck Empire,690,Unpriced (Coming Soon),To be announced
3524720,HAEX,692,Unpriced (Coming Soon),To be announced
4767480,Lords of the Fallen II,693,Free,Coming soon
2052300,Glaciered,694,Unpriced (Coming Soon),2026
2275860,BAKUDO,695,Unpriced (Coming Soon),To be announced
3867570,Stellar Trader,700,Unpriced (Coming Soon),To be announced
3100690,Dust & Diesel: Deadland Delivery,702,Unpriced (Coming Soon),To be announced
1606970,Ronin Trail,706,Free,Coming soon
2065580,Kitsune: The Journey of Adashino,711,Unpriced (Coming Soon),Q4 2026
2679070,IRONHIVE,713,Free,Coming soon
2684630,Endacopia,714,Free,Coming soon
2660230,Kill The Shadow,715,Free,Coming soon
2220860,TSURUGIHIME,716,Unpriced (Coming Soon),2026
2411200,Underkeep,718,Unpriced (Coming Soon),To be announced
2052650,Sword & Shield Simulator,720,Unpriced (Coming Soon),To be announced
1349300,Yakuza Empire,725,Unpriced (Coming Soon),To be announced
2313380,Vicious Red,726,Unpriced (Coming Soon),To be announced
2671300,Trailblazers: Into the March,727,Unpriced (Coming Soon),To be announced
1171980,Neverlooted Dungeon,728,Unpriced (Coming Soon),2026
3219360,SOL Shogunate,730,Unpriced (Coming Soon),To be announced
4061090,Rift Fishing,731,Unpriced (Coming Soon),Q3 2026
1963690,ENENRA: DΔEMON CORE,736,Unpriced (Coming Soon),To be announced
2616100,Plague Lords,737,Unpriced (Coming Soon),2026
3266110,Black Pine: Incident Response,739,Free,Coming soon
1403850,Mars Colony Builder,740,Unpriced (Coming Soon),To be announced
3325070,Forest Reigns,744,Unpriced (Coming Soon),To be announced
395830,LOW-FI,745,Free,Coming soon
2413800,Samurai Pizza Cats: Blast from the Past!,746,Unpriced (Coming Soon),To be announced
3743140,Battleplan,748,Free,Coming soon
1402820,Hostile Mars,749,Free,Coming soon
2458980,Dimhaven - The Lost Source,750,Unpriced (Coming Soon),Q2 2026
1871640,The Backworld,751,Free,2027
2019620,GERONIMO,753,Free,Coming soon
2444760,Nexomon 3,755,Unpriced (Coming Soon),To be announced
2372340,THREEDAYS,756,Free,Coming soon
3376960,Nighthold,757,Unpriced (Coming Soon),To be announced
2406140,AIKODE,760,Free,Coming soon
937450,Metropolisim,762,Free,Coming soon
3445250,Daydream,763,Unpriced (Coming Soon),To be announced
2702430,Usual June,765,Unpriced (Coming Soon),2026
694320,UnderRail 2: Infusion,766,Unpriced (Coming Soon),To be announced
1803110,ASCENDANT,770,Unpriced (Coming Soon),2026
3602270,Whisk,771,Unpriced (Coming Soon),2026
1046920,Bushiden,772,Unpriced (Coming Soon),To be announced
2156390,WorldShards,775,Free,2027
3264150,Paloma Island,776,Free,Coming soon
3066300,Sky Dust,778,Unpriced (Coming Soon),To be announced
3218100,I AM RIPPER,780,Unpriced (Coming Soon),To be announced
3036260,Wylde Society,781,Unpriced (Coming Soon),To be announced
2085080,Princess Hunter,784,Free,Coming soon
2869850,Lorn Vale,785,Unpriced (Coming Soon),To be announced
2405340,Dead On Arrival,787,Unpriced (Coming Soon),To be announced
2420570,Portal BAGLEY,792,Free,To be announced
3144010,Usagi Shima: Bunny Island,793,Unpriced (Coming Soon),2026
3564500,Lambda Fortress,796,Free,Coming soon
2106730,Phantom Hellcat,797,Unpriced (Coming Soon),To be announced
1048250,Bowlbo: The Quest for Bing Bing,798,Free,Coming soon
1101370,Wind Runners,799,Unpriced (Coming Soon),2026
1403030,Wanderlost,801,Free,Coming soon
2228250,Endurance Motorsport Series,802,Free,Coming soon
1268790,Dark Fracture,805,Unpriced (Coming Soon),To be announced
2792320,Critter Crosser,806,Unpriced (Coming Soon),To be announced
2591790,ANIMAL USE PROTOCOL,807,Unpriced (Coming Soon),To be announced
2788210,DEEP STATE,808,Free,Coming soon
2083660,Littlelands,809,Unpriced (Coming Soon),To be announced
1362000,Skyclimbers,815,Unpriced (Coming Soon),2026
2303850,Toxic Crusaders,816,Unpriced (Coming Soon),2026
1208170,Samurai Simulator,818,Unpriced (Coming Soon),To be announced
3523120,AEROMACHINA,821,Free,Coming soon
1415230,For The Stars,822,Free,Coming soon
1680780,Big Boy Boxing,823,Unpriced (Coming Soon),To be announced
2359660,Arisen Force: Vonimir,824,Free,Coming soon
811760,The Last Exterminator,828,Unpriced (Coming Soon),To be announced
1108600,Last Moon,830,Free,Coming soon
2787850,Runa,831,Unpriced (Coming Soon),To be announced
2561460,Burning Sword: Death Sun,832,Free,Coming soon
1722610,Unawake,833,Unpriced (Coming Soon),To be announced
2548880,Divine Frequency,835,Unpriced (Coming Soon),To be announced
2822720,Echoes of Extinction,837,Unpriced (Coming Soon),To be announced
2059980,Oriental Immortal,839,Unpriced (Coming Soon),To be announced
925500,Innkeep,840,Unpriced (Coming Soon),To be announced
3340880,Silicone Heart,845,Free,Coming soon
2865960,SAW: Genesis,850,Unpriced (Coming Soon),To be announced
4369620,Last Harbor,852,Free,Coming soon
1390760,Nanzou: The Divine Court,853,Free,Coming soon
1158190,Do Not Buy This Game,854,Unpriced (Coming Soon),To be announced
1257480,American Motorcycle Simulator,855,Unpriced (Coming Soon),To be announced
3068720,I Am Security,856,Free,Coming soon
1968940,Nazralath: The Fallen World,859,Free,Coming soon
1163020,The Looter,861,Unpriced (Coming Soon),To be announced
3264980,HELL YEAH simulator,862,Free,Coming soon
1394650,Detained: Too Good for School,863,Unpriced (Coming Soon),2026
3156330,Anomaly President,872,Unpriced (Coming Soon),"Aug 3, 2026"
2134470,34EVERLAST,873,Unpriced (Coming Soon),To be announced
1659360,Townseek,874,Unpriced (Coming Soon),2026
3370970,Star Garden,875,Unpriced (Coming Soon),To be announced
2494020,Samurai Unicorn,876,Unpriced (Coming Soon),To be announced
2861090,War Mechanic,878,Free,Coming soon
1445880,ROCKBEASTS,879,Free,Coming soon
2740750,Rollin' Rascal,881,Free,Coming soon
2378230,Neo Junk City,883,Unpriced (Coming Soon),Q3 2026
2824520,Displacement,889,Unpriced (Coming Soon),To be announced
2571410,500 CALIBER CONTRACTZ,890,Unpriced (Coming Soon),2026
2545200,Animaloid Girl,891,Unpriced (Coming Soon),To be announced
2445980,G-Rebels,896,Unpriced (Coming Soon),To be announced
1359270,Pirate Commander,897,Unpriced (Coming Soon),To be announced
2601530,Regular Home Renovation Simulator,898,Free,Coming soon
1963680,GUNDAM ROGUE ORBIT,901,Free,2027
632950,SiN Reloaded,903,Unpriced (Coming Soon),To be announced
2750400,Spearhead 2,904,Free,Coming soon
3685570,FIGHT-QUEST,906,Free,Coming soon
1774190,Elysian Eclipse,907,Unpriced (Coming Soon),To be announced
4373620,Fresco,908,Unpriced (Coming Soon),To be announced
3846360,The Goblin Tavern,909,Unpriced (Coming Soon),To be announced
1815150,NIGHT OF THE CONSUMERS,911,Free,Coming soon
2559740,Tower Of Tears,913,Unpriced (Coming Soon),2026
3620530,Police Stories 2,914,Unpriced (Coming Soon),To be announced
1761210,The Touhou Empires,915,Free,Coming soon
1732910,Photography Simulator,917,Free,Coming soon
4042070,Angels In Orbit,918,Free,Coming soon
3576070,Sudden Attack Zero Point,920,Free,Coming soon
2168070,Sorceress,921,Unpriced (Coming Soon),To be announced
4687500,Crossfire,924,Free,Coming soon
2363200,Fae & Fauna,925,Free,Coming soon
4261180,Ascension: The Hehuan Sect & 66 Waifus,930,Free,Coming soon
2155140,Police Station Simulator,931,Free,Coming soon
1879940,Dark Mass,937,Free,Coming soon
2583660,Fractured Alliance,938,Unpriced (Coming Soon),To be announced
2370280,Nobody's Left,939,Unpriced (Coming Soon),To be announced
1196230,Book of Aliens,941,Unpriced (Coming Soon),To be announced
2471680,Risimon,942,Free,Coming soon
1376880,Ultimate Hunting®,943,Unpriced (Coming Soon),To be announced
2681560,Train Station Project,946,Free,Coming soon
1630450,EDEN.schemata();,947,Unpriced (Coming Soon),2026
3201450,Darkfallen Survivors,950,Free,Coming soon
4024440,Haunted Heist,952,Unpriced (Coming Soon),2026
2933200,Tukoni: Forest Keepers,953,Unpriced (Coming Soon),Q3 2026
2201470,Remnant Protocol,958,Free,Coming soon
1927360,Mira and the Legend of the Djinns,959,Unpriced (Coming Soon),2026
3195360,Coromon: Rogue Planet,960,Free,Coming soon
2159260,Vampire Rancher,962,Unpriced (Coming Soon),2026
3681260,Frostliner,963,Unpriced (Coming Soon),2026
2421000,BANDIT KNIGHT,964,Unpriced (Coming Soon),To be announced
669270,Momentum Mod,965,Free,To be announced
3804370,The Piper of Dawn,966,Unpriced (Coming Soon),2026
3534150,POSTAL 2 VR,968,Unpriced (Coming Soon),To be announced
1707680,Referee Simulator,969,Free,Coming soon
1808160,Demon Spore,971,Unpriced (Coming Soon),2026
4131730,VHOLUME,972,Unpriced (Coming Soon),To be announced
2415030,Crimson Hollow,973,Free,Coming soon
3561320,Open Fortress,974,Free,2026
2526200,Eyes Never Wake,977,Free,Coming soon
1996090,Vapor World: Over The Mind,979,Unpriced (Coming Soon),Q2 2026
2346870,The Big Lez Video Game,980,Free,Coming soon
2713380,Shadows of Chroma Tower,981,Unpriced (Coming Soon),Q3 2026
1323140,Ninja Simulator,983,Free,Coming soon
2441590,Ark：Release,985,Free,Coming soon
2706400,A Silent Desolation,986,Free,Coming soon
1918830,The Time I Have Left,989,Unpriced (Coming Soon),To be announced
2271050,RESISTOR,991,Free,Coming soon
3309550,Skarven,992,Unpriced (Coming Soon),To be announced
2377930,Destiny of Immortal,994,Unpriced (Coming Soon),To be announced
3600170,Escape the Scam Compound,996,Free,2027
575020,Outerra World Sandbox,997,Free,Coming soon
2166730,Electrokinetic,998,Unpriced (Coming Soon),To be announced
3788110,DungeonBox,1000,Unpriced (Coming Soon),Q3 2026
3125320,Isadora's Edge,1001,Free,Coming soon
1963190,The Backrooms World,1002,Free,To be announced
2687200,100 London Cats,1004,Free,Coming soon
3275120,Wasteland Travelers,1006,Free,Coming soon
2517940,Century of Steam,1007,Unpriced (Coming Soon),To be announced
1579210,Riot Control Simulator,1010,Unpriced (Coming Soon),2026
1116390,Negative Atmosphere,1012,Unpriced (Coming Soon),To be announced
1818660,Kalyskah,1014,Unpriced (Coming Soon),2026
2601980,Space Scum,1015,Unpriced (Coming Soon),2026
2711690,VanLife Simulator,1016,Free,Coming soon
2334930,DEEPEST FEAR™,1017,Unpriced (Coming Soon),To be announced
3817250,"CICADAMATA""",1019,Unpriced (Coming Soon),2026
2664600,The Last Hour of an Epic TO THE MOON RPG,1020,Unpriced (Coming Soon),To be announced
2564450,Auroria,1022,Free,Coming soon
1503170,Liegecraft,1023,Free,Coming soon
3688110,Kaiju Cleaner Simulator,1024,Unpriced (Coming Soon),To be announced
2565010,Tenet of the Spark,1025,Unpriced (Coming Soon),To be announced
4374950,KAREN,1026,Free,Coming soon
2175180,Primitive,1027,Unpriced (Coming Soon),To be announced
2790850,Wing Haven,1033,Free,Coming soon
3012300,Carbon,1034,Unpriced (Coming Soon),To be announced
1905580,Kloa - Child of the Forest,1036,Unpriced (Coming Soon),2026
1920290,Barkour,1037,Unpriced (Coming Soon),2026
2830070,SECOND-LOOP™,1040,Unpriced (Coming Soon),To be announced
1276510,Human Farm,1041,Free,Coming soon
3545200,Space Dingus,1042,Unpriced (Coming Soon),To be announced
3251540,Oil Rig Simulator,1044,Unpriced (Coming Soon),To be announced
1617230,Paper Sky,1045,Free,Coming soon
3500810,DreadOut 3,1046,Free,Coming soon
1874090,Half-Life Decay: Solo Mission,1048,Free,Coming soon
3746310,Chains of Lukomorye,1049,Unpriced (Coming Soon),To be announced
3235000,Kagura Survivors x Summer Memories,1050,Free,Coming soon
1924600,March of Giants,1052,Free,Coming soon
2340460,ONE WAY HOME,1053,Free,Coming soon
1286190,Art of the Rail,1054,Free,Coming soon
1868210,Bunker Builder Simulator,1055,Unpriced (Coming Soon),2026
1093810,Savior,1056,Free,Coming soon
2620450,Highreach,1057,Unpriced (Coming Soon),Q2 2026
2151810,darkwebSTREAMER,1059,Free,Coming soon
2697620,Combo Devils,1061,Unpriced (Coming Soon),To be announced
3094870,Amarillo's Desktop Pets,1062,Unpriced (Coming Soon),To be announced
2202650,Crescent County,1064,Unpriced (Coming Soon),To be announced
3361480,Bagdex,1065,Unpriced (Coming Soon),To be announced
2591230,MEAT-GRINDER,1070,Unpriced (Coming Soon),2026
1752530,B-17 Flying Fortress The Bloody 100th,1071,Unpriced (Coming Soon),To be announced
3530630,Bless You Again,1072,Unpriced (Coming Soon),2026
1111840,Urban Explorer,1073,Unpriced (Coming Soon),To be announced
3054550,Sil and the Fading World,1074,Unpriced (Coming Soon),2026
1830110,THE SIGNAL: Stranded on Sirenis,1077,Unpriced (Coming Soon),To be announced
3000510,Noblemen: 1941,1078,Unpriced (Coming Soon),2026
1428600,Stormrite,1081,Free,Coming soon
1143070,Dynasty of the Sands,1082,Unpriced (Coming Soon),To be announced
2949750,Margin of the Strange,1083,Unpriced (Coming Soon),To be announced
971700,ALARA Prime,1084,Free,Coming soon
2384640,WILD Tactics,1085,Free,Coming soon
2852140,Dumb Ways to Party,1086,Unpriced (Coming Soon),2026
2665250,Rancher: A new life,1088,Unpriced (Coming Soon),June 2026
1482470,Pirates Republic,1090,Unpriced (Coming Soon),To be announced
1531180,Lost Isle,1091,Unpriced (Coming Soon),2026
2738660,Mecha Simultactics,1094,Unpriced (Coming Soon),2026
1931040,Dreamsettler,1095,Free,Coming soon
2415500,Black Finger JET,1098,Unpriced (Coming Soon),To be announced
2281620,Mars Horizon 2: The Search for Life,1099,Unpriced (Coming Soon),To be announced
2468250,silkbulb test,1100,Free,Coming soon
2236190,Vigilancer 2099,1102,Unpriced (Coming Soon),To be announced
2027760,Bridgebourn,1104,Unpriced (Coming Soon),To be announced
1826020,Shred & Tear: Explosive Kajun,1108,Unpriced (Coming Soon),To be announced
4452700,STAGE TOUR,1109,Unpriced (Coming Soon),2026
1992100,Gas Station Simulator - Shady Deals DLC,1110,Free,Coming soon
1575790,Flawless Abbey,1113,Free,Coming soon
2819470,Aquapark Tycoon,1114,Unpriced (Coming Soon),2026
1958160,moorestech,1117,Unpriced (Coming Soon),Q3 2026
3504490,Legacy of Valor,1118,Unpriced (Coming Soon),To be announced
1518330,Pirate Simulator,1119,Free,Coming soon
1142570,We Stay Behind,1120,Unpriced (Coming Soon),To be announced
1384180,Cloud Exiles,1121,Unpriced (Coming Soon),To be announced
3279440,Drone Sector,1122,Free,Coming soon
3763470,Wu-Tang: Rise of the Deceiver,1124,Unpriced (Coming Soon),To be announced
3433000,DOWNHILL,1128,Unpriced (Coming Soon),To be announced
2379820,Forty-Niner,1130,Unpriced (Coming Soon),To be announced
3357310,ASUKA x Redline Reverie,1132,Unpriced (Coming Soon),To be announced
1445190,DoubleShake,1134,Unpriced (Coming Soon),To be announced
2282790,RIFTSTORM,1135,Free,Coming soon
2873750,Pool of Madness,1136,Unpriced (Coming Soon),Q4 2026
3542500,"Please, Watch The Artwork",1137,Free,Coming soon
1252070,STARHOME,1139,Free,Coming soon
3258580,Don't Wake the Beast,1142,Unpriced (Coming Soon),To be announced
2113960,KVLT,1143,Unpriced (Coming Soon),2026
4127280,Elestrals Awakened,1146,Free,Q4 2027
2546810,Broken Sword - Parzival’s Stone,1148,Unpriced (Coming Soon),To be announced
1409460,Brutal Fate,1149,Unpriced (Coming Soon),To be announced
3832490,Antivirus Survivors 2003 Professional,1153,Unpriced (Coming Soon),Q3 2026
2666160,STARVEIL PROTOCOL A.A.A.,1154,Unpriced (Coming Soon),To be announced
3621690,My Eerie Lair,1156,Unpriced (Coming Soon),Q4 2026
1288540,Jupiter Moons: Mecha🦾,1160,Unpriced (Coming Soon),2026
2749920,The Transylvania Adventure of Simon Quest,1162,Free,Coming soon
2022610,CRETE,1163,Unpriced (Coming Soon),2026
2173770,The Wings of Dawn,1164,Unpriced (Coming Soon),To be announced
2495320,Monsterpatch,1165,Unpriced (Coming Soon),To be announced
3408450,Tiny Hero Courier,1166,Unpriced (Coming Soon),To be announced
3079170,ASKET,1168,Unpriced (Coming Soon),To be announced
2298250,GearGrit,1170,Unpriced (Coming Soon),To be announced
2214460,Project Feline,1173,Unpriced (Coming Soon),To be announced
3164360,Age of Respair,1174,Unpriced (Coming Soon),2026
2243990,Withersworn,1175,Unpriced (Coming Soon),To be announced
1468400,Dreamhouse: The Game,1176,Unpriced (Coming Soon),To be announced
4341010,Lost Track,1178,Unpriced (Coming Soon),To be announced
2728050,Scratchin' Melodii,1180,Free,Coming soon
2525210,Timespinner 2: Unwoven Dream,1181,Unpriced (Coming Soon),To be announced
1493430,Agony: Lords of Hell,1182,Free,Coming soon
1736220,Might of Merchants,1183,Unpriced (Coming Soon),To be announced
1065740,REPO MAN,1185,Unpriced (Coming Soon),To be announced
433970,Destroyed Aperture,1188,Free,To be announced
1342400,Burning Lands,1189,Unpriced (Coming Soon),To be announced
4239080,Veil of the Soulstones,1191,Unpriced (Coming Soon),To be announced
4417350,Another Dead World,1192,Unpriced (Coming Soon),To be announced
1179020,Red Frost,1193,Unpriced (Coming Soon),To be announced
2895410,Monsterest,1194,Unpriced (Coming Soon),To be announced
2748140,Lands of Koastalia,1196,Unpriced (Coming Soon),To be announced
1792390,Life After End,1197,Unpriced (Coming Soon),2026
3447730,Boomer Simulator,1198,Free,Coming soon
3867190,Rance 03,1199,Free,Coming soon
2893250,AGRONOM,1200,Free,Coming soon
1187640,Totemic,1202,Unpriced (Coming Soon),To be announced
2853430,Ravenwood Academy: A Wizard101 Story,1203,Free,Coming soon
3282110,Sakichan - Track Of Fury,1204,Unpriced (Coming Soon),Q3 2026
2077890,Green Hawk Platoon,1205,Unpriced (Coming Soon),To be announced
2233390,Nuclear Sub,1206,Unpriced (Coming Soon),2026
3594610,GET YOKED: Extreme Bodybuilding,1207,Unpriced (Coming Soon),To be announced
3130220,Sagas of Lumin,1208,Unpriced (Coming Soon),Q3 2026
3315060,Ledgerbound,1209,Unpriced (Coming Soon),"Jul 14, 2026"
2734480,Trade Tales,1210,Unpriced (Coming Soon),2026
492540,She Dreams Elsewhere,1212,Free,Coming soon
1456830,Sea Dogs: Legendary Edition,1213,Free,Coming soon
2243690,B.C. Piezophile,1214,Free,Coming soon
3460400,Harrowlands,1215,Unpriced (Coming Soon),2026
1648360,Luminary,1216,Free,Coming soon
2257440,Tom the postgirl,1221,Unpriced (Coming Soon),2026
2857810,Sleight of Hand,1222,Unpriced (Coming Soon),To be announced
2666920,Building Relationships,1223,Unpriced (Coming Soon),2026
2349630,Litchi Town,1224,Free,Coming soon
2524200,KILLA,1225,Unpriced (Coming Soon),To be announced
3755120,NIGHTIN CAGE,1226,Unpriced (Coming Soon),To be announced
3546610,Wielders of the Essence,1227,Unpriced (Coming Soon),To be announced
904510,ARTIFICIAL,1228,Unpriced (Coming Soon),To be announced
1959280,Over Jump Rally,1229,Unpriced (Coming Soon),To be announced
2543660,Legends Of Elementia,1230,Free,Coming soon
