appid,query,query_group,query_priority,provider,tavily_search_depth,budget_query_number,url,title,snippet,date_classification,evidence_type
881940,"""Guns 'n Goblins"" demo",general,1,tavily,basic,4,https://www.impactguns.com,"Impact Guns: Guns for Sale — Pistols, Rifles, Shotguns & Ammo","Brands we carry include Glock, Sig Sauer, Smith & Wesson, Ruger, Springfield Armory, Savage, Henry, Trijicon, and Leupold—every major manufacturer in one place.Read more",unknown_date,web_result
881940,"""Guns 'n Goblins"" release date",general,1,tavily,basic,5,https://store.steampowered.com/app/881940/Guns_n_Goblins,Guns 'n Goblins on Steam,"Title: Guns 'n Goblins  
 Genre: Action, Indie, RPG  

Developer: Lance, Argl

Publisher: SoulGame

Release Date: 2027

View update history   Read related news   View discussions   Find Community Groups

Embed

Report this Product)

Ratings

Rating Pending

Age rating for: Coordenação de Classificação Indicativa

Links & info

This game is not yet available on Steam

# Planned Release Date: 2027

Interested?  
Add to your wishlist and get notified when it becomes available.

View Community Hub [...] All Games > Action Games > Guns 'n Goblins

Community Hub

Guns 'n Goblins

Guns 'n Goblins

Guns 'n Goblins

Developer

Lance, Argl

Publisher

SoulGame

Release

2027

Face a deluge of monsters in this incremental horde survivor FPS. Build your Bastion, level up your character, and upgrade your arsenal to rise from Apprentice Bell Ringer to Master Dragon Hunter.

All Reviews:

No user reviews

Release Date:

2027

Developer:

Lance, Argl

Publisher:

SoulGame

Tags [...] SoulGame

Tags

Popular user-defined tags for this product:

FPS  Action  RPG  Survival  Idler  Medieval  Spectacle fighter  Retro  Shooter  Arena Shooter  First-Person  3D  Pixel Graphics  Atmospheric  Building  Indie  Dark Fantasy  Dragons  Fantasy  Relaxing 

+

Reviews

All Reviews:

No user reviews

Sign in to add this item to your wishlist, follow it, or mark it as ignored

)

Features

Single-player

Steam Achievements

Steam Cloud

Family Sharing

Steam is learning about this game",unknown_date,web_result
881940,"""Guns 'n Goblins"" release date",general,1,tavily,basic,5,https://store.steampowered.com/app/369450/Guns_and_Goblins,Guns and Goblins,"All Games > Simulation Games > Guns and Goblins

Community Hub

Guns and Goblins

Guns and Goblins

Guns and Goblins

Developer

Michael Flynn, Elizabeth Flynn

Released

7 May, 2015

All Reviews:

2 user reviews  - Need more user reviews to generate a score

Release Date:

7 May, 2015

Developer:

Michael Flynn, Elizabeth Flynn

Tags

Popular user-defined tags for this product:

RPG  Indie  Casual  Simulation  Adventure 

+

Reviews

All Reviews:

All Time: 2 user reviews () [...] Sign in to add this item to your wishlist, follow it, or mark it as ignored

)

Features

Single-player

Downloadable Content

Steam Achievements

Family Sharing

Profile Features Limited   

Languages:

English

| Interface | Full Audio | Subtitles |
 --- 
| English | ✔ | ✔ | ✔ |

Title: Guns and Goblins  
 Genre: Adventure, Casual, Indie, RPG, Simulation  

Developer: Michael Flynn, Elizabeth Flynn

Release Date: 7 May, 2015 [...] \ Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.

View all

## What Curators Say

1 Curator has reviewed this product. Click here to see them.

## Customer reviews for Guns and Goblins About user reviews Your preferences

Overall Reviews:

2 user reviews (2 reviews)

Customize

To view reviews within a date range, please click and drag a selection on a graph above or click on a specific bar.",unknown_date,web_result
881940,"""Guns 'n Goblins"" release date",general,1,tavily,basic,5,https://www.ign.com/games/guns-n-goblins,Guns 'n Goblins - IGN,"# Guns 'n Goblins

Lance, +1 more

•

Initial Release: TBA 2026

•PC

NR

IGN Rating

OverviewPlaylistsReviews

### Images & Screenshots

### Summary

Face a deluge of monsters in this incremental horde survivor FPS. Build your Bastion, level up your character, and upgrade your arsenal to rise from Apprentice Bell Ringer to Master Dragon Hunter.

Developers

Lance, Argl

Publishers

SoulGame

Initial Release

TBA 2026

Platforms

PC

Genres

Action, RPG, Shooter, First-Person [...] ## Guns 'n Goblins News

Videos

Apr 23, 2026

Guns 'n Goblins - Official Reveal Trailer

Apr 23, 2026- A horde-based survival first-person shooter coming soon to PC.",unknown_date,web_result
881940,"""Guns 'n Goblins"" release date",general,1,tavily,basic,5,https://www.gamespress.com/Guns-n-Goblins---A-New-Incremental-Horde-Based-Survivor-FPS-Where-Your,"""Guns ’n Goblins - A New Incremental Horde-Based Survivor FPS Where You're 1 vs 10,000"" - Games Press","April 24, 2026. Toulouse, France – French independent developers Lance joined forces with Minishoot' Adventures game designer Séverin Larose to present Guns 'n Goblins (teaser, Steam). In development for PC, the game is an incremental horde-based survivor FPS where players will blow up monsters by the thousands with the only mission to defend their castle. As the swarms grow crazier, players will level up and upgrade their arsenal from a simple gun to devastating weapons capable of taking down [...] Close video player
End of video player

Close lightbox

View previous image

View next image

1. Home
2. Press releases
3. Guns ’n Goblins - A New Incremental Horde-Based Survivor FPS Where You're 1 vs 10,000

### Press release

24/04/2026

# Guns ’n Goblins - A New Incremental Horde-Based Survivor FPS Where You're 1 vs 10,000

ANNOUNCEMENT TEASER [...] Séverin Larose is Minishoot' Adventures game designer and Lance is a collaboration between two friends, Florent Réfrégé and Maxime Vican, centered on video game experimentation in the 2010s, their studio was officially founded in 2017 to develop Onde in collaboration with 3-50 studio.

This is taking longer than usual to load.

Close

### Your downloads

Total download size:

These files can be freely downloaded without watermarks because they were uploaded by using Games Press Elite.",unknown_date,web_result
881940,"""Guns 'n Goblins"" release date",general,1,tavily,basic,5,https://www.youtube.com/watch?v=sJU1vJsGgnQ,Guns 'n Goblins - Official Reveal Trailer,"# Guns 'n Goblins - Official Reveal Trailer
## GameTrailers
1310000 subscribers
4913 likes

### Description
101839 views
Posted: 23 Apr 2026
Take a look at the Reveal Trailer for Guns 'n Goblins, a horde-based survival first-person shooter developed by Soulgame and Lance. Players will take on waves of enemies to defend the coveted castle from being destroyed. Level up, attain upgrades, and take down dragons in Guns 'n Goblins, coming soon to PC (Steam).

#GunsNGoblins #Gaming #IGN [...] 274 comments
### Transcript:",unknown_date,web_result
881940,"""Guns 'n Goblins"" announcement",general,1,tavily,basic,6,https://www.ign.com/games/guns-n-goblins,Guns 'n Goblins,"Apr 23, 2026 — Initial Release: TBA 2026. Guns 'n Goblins - Official Reveal Trailer Apr 23, 2026 - A horde-based survival first-person shooter coming soon to",unknown_date,web_result
881940,"""Guns 'n Goblins"" announcement",general,1,tavily,basic,6,https://www.gamespress.com/Guns-n-Goblins---A-New-Incremental-Horde-Based-Survivor-FPS-Where-Your,"""Guns 'n Goblins - A New Incremental Horde-Based ...","Apr 24, 2026 — ANNOUNCEMENT TEASER. Minishoot' Adventures game designer and Onde developers join forces in a fresh genre-blending FPS full of non-stop ...Read more",unknown_date,web_result
881940,"""Guns 'n Goblins"" announcement",general,1,tavily,basic,6,https://www.youtube.com/watch?v=O47eBvpYFOc,Guns 'n Goblins - Official Reveal Trailer,"Take a look at the Reveal Trailer for Guns 'n Goblins, a horde-based survival first-person shooter developed by Soulgame and Lance.Read more",unknown_date,web_result
881940,"""Guns 'n Goblins"" announcement",general,1,tavily,basic,6,https://playtester.io/guns-n-goblins,Guns 'n Goblins Demo on Playtester,"3 days ago — Guns 'n Goblins Active Now Reveal Trailer. Added 1h ago Face a deluge of monsters in this incremental horde survivor FPS. Build your Bastion,",unknown_date,web_result
881940,"""Guns 'n Goblins"" announcement",general,1,tavily,basic,6,https://store.steampowered.com/app/881940/Guns_n_Goblins,Guns 'n Goblins on Steam,"1 day ago — Guns 'n Goblins Developer Lance, Release Q2 2027. Release Date: Q2 2027. This game is not yet available on Steam Planned Release Date: Q2 2027.",unknown_date,web_result
881940,"""Guns 'n Goblins"" review",general,1,tavily,basic,8,https://www.youtube.com/watch?v=M9CYHJ0P9Ig,I took down MASSIVE HORDES in this Insane Base Defense! - Guns n' ...,"Guns n' Goblins has a ton of potential and feels genuinely great to play, even if the demo is a smaller bite of the experience than I'd hope.",unknown_date,web_result
881940,"""Guns 'n Goblins"" review",general,1,tavily,basic,8,https://www.youtube.com/watch?v=p0btpwIsL30,This Roguelike Demo Is Surprisingly GOOD! | Guns 'n Goblins,Guns n Goblins might be my new roguelike obsession! This Roguelike Demo Is Surprisingly GOOD! At the start of a wave while minimal enemies kill,unknown_date,web_result
881940,"""Guns 'n Goblins"" review",general,1,tavily,basic,8,https://www.ign.com/games/guns-n-goblins/user-reviews,Guns 'n Goblins Community Reviews,See community ratings and reviews and write your own for Guns. Popular Score - High Score - Low None Has Text Recommended Not Recommended Game not yet released.,unknown_date,web_result
881940,"""Guns 'n Goblins"" review",general,1,tavily,basic,8,https://www.metacritic.com/game/guns-n-goblins,Guns 'n Goblins Reviews - Metacritic,"Critic reviews are not available yet. User reviews are not available yet. ## Critic Reviews. Critic reviews are not available for this game yet. ## User Reviews. User reviews are not available for this game yet. ## Related Games. ### Metroid Prime 2: Echoes. ### Halo: Combat Evolved. ### BioShock. ### Quake. ### Halo 2. ### Metroid Prime. ### Quake III Arena. ### BioShock Infinite. ### Metroid Prime Remastered. Find an up-to-date list of every game available in the Xbox Game Pass (and PC Game Pass) library at all membership levels, and find out which games are coming soon and leaving soon. We reveal the 20 best-reviewed video games (for all platforms) released in the first half of 2026, ranked by Metascore. ### New Free & Subscription Games for All Platforms. ### Star Fox Video Games, Ranked. We use Metascores to rank every game in Nintendo's Star Fox series—including the new Switch 2 reboot—from worst to best.",unknown_date,web_result
881940,"""Guns 'n Goblins"" review",general,1,tavily,basic,8,https://www.youtube.com/watch?v=XUgQqWl2TY4,Killing the Dragon - I love this Game! - Guns 'n Goblins - Gameplay and ...,"I absolutely love this game, despite its brutal difficulty. Definite potential for all kinds of flavor through game progression.",unknown_date,web_result
881940,"""Guns 'n Goblins"" publisher",general,1,tavily,basic,9,https://steamdb.info/app/881940,Guns 'n Goblins,"Type Game Developer Lance, Argl Publisher SoulGame Supported Systems Windows … is a hobby project and is not affiliated with Valve or Steam. Guns 'n Goblins",unknown_date,web_result
881940,"""Guns 'n Goblins"" publisher",general,1,tavily,basic,9,https://www.amazon.com/Goblins-Gunslingers-Ivan-K-Conway/dp/1737394022,Goblins & Gunslingers: Bad Blood - Books,"Book 1 of 1: Goblins & Gunslingers. Goblins & Gunslingers: Bad Blood ... Publisher, Prince of Harts Publishing. Publication date, August 13, 2023.",unknown_date,web_result
881940,"""Guns 'n Goblins"" publisher",general,1,tavily,basic,9,https://www.igdb.com/games/guns-n-goblins,Guns 'n Goblins,Guns 'n Goblins · Main Developers · Publishers · Genres · Themes · Game Modes · Player Perspectives · Series · Is a spin-off of.,unknown_date,web_result
881940,"""Guns 'n Goblins"" publisher",general,1,tavily,basic,9,https://www.youtube.com/watch?v=sJU1vJsGgnQ,Guns 'n Goblins - Official Reveal Trailer,"Guns 'n Goblins - Official Reveal Trailer
GameTrailers
1310000 subscribers
4913 likes
101839 views
23 Apr 2026
Take a look at the Reveal Trailer for Guns 'n Goblins, a horde-based survival first-person shooter developed by Soulgame and Lance. Players will take on waves of enemies to defend the coveted castle from being destroyed. Level up, attain upgrades, and take down dragons in Guns 'n Goblins, coming soon to PC (Steam).

#GunsNGoblins #Gaming #IGN
274 comments
",unknown_date,web_result
881940,"""Guns 'n Goblins"" publisher",general,1,tavily,basic,9,https://www.gamespress.com/Guns-n-Goblins---A-New-Incremental-Horde-Based-Survivor-FPS-Where-Your,"""Guns 'n Goblins - A New Incremental Horde-Based ...","****Minishoot’ Adventures game designer and Onde developers join forces in a fresh genre-blending FPS full of non-stop spectacular action where you will blow up monsters by the thousands****. Toulouse, France – French independent developers Lance joined forces with Minishoot' Adventures game designer Séverin Larose to present **Guns 'n Goblins** **(**teaser**, Steam).** In development for **PC**, the game is an **incremental horde-based survivor FPS** where players will **blow up monsters by the thousands** with the only mission to **defend their castle**. As the swarms grow crazier, players will level up and upgrade their arsenal from a simple gun to devastating weapons capable of taking down dragons! Séverin Larose is Minishoot' Adventures game designer and Lance is a collaboration between two friends, Florent Réfrégé and Maxime Vican, centered on video game experimentation in the 2010s, their studio was officially founded in 2017 to develop Onde in collaboration with 3-50 studio.",unknown_date,web_result
881940,"""Guns 'n Goblins"" developer",general,1,tavily,basic,10,https://www.gamespress.com/Guns-n-Goblins---A-New-Incremental-Horde-Based-Survivor-FPS-Where-Your,"""Guns 'n Goblins - A New Incremental Horde-Based ...","****Minishoot’ Adventures game designer and Onde developers join forces in a fresh genre-blending FPS full of non-stop spectacular action where you will blow up monsters by the thousands****. Toulouse, France – French independent developers Lance joined forces with Minishoot' Adventures game designer Séverin Larose to present **Guns 'n Goblins** **(**teaser**, Steam).** In development for **PC**, the game is an **incremental horde-based survivor FPS** where players will **blow up monsters by the thousands** with the only mission to **defend their castle**. As the swarms grow crazier, players will level up and upgrade their arsenal from a simple gun to devastating weapons capable of taking down dragons! Séverin Larose is Minishoot' Adventures game designer and Lance is a collaboration between two friends, Florent Réfrégé and Maxime Vican, centered on video game experimentation in the 2010s, their studio was officially founded in 2017 to develop Onde in collaboration with 3-50 studio.",unknown_date,web_result
881940,"""Guns 'n Goblins"" developer",general,1,tavily,basic,10,https://www.youtube.com/watch?v=sJU1vJsGgnQ,Guns 'n Goblins - Official Reveal Trailer,"Guns 'n Goblins - Official Reveal Trailer
GameTrailers
1310000 subscribers
4913 likes
101839 views
23 Apr 2026
Take a look at the Reveal Trailer for Guns 'n Goblins, a horde-based survival first-person shooter developed by Soulgame and Lance. Players will take on waves of enemies to defend the coveted castle from being destroyed. Level up, attain upgrades, and take down dragons in Guns 'n Goblins, coming soon to PC (Steam).

#GunsNGoblins #Gaming #IGN
274 comments
",unknown_date,web_result
881940,"""Guns 'n Goblins"" developer",general,1,tavily,basic,10,https://www.youtube.com/watch?v=LA-6BNy3KCk,Guns 'n Goblins - Reveal Trailer,"Guns 'n Goblins - Reveal Trailer
Netto's Game Room
163 subscribers
1 likes
63 views
24 Apr 2026
In development for PC, the game is an incremental horde-based survivor FPS where players will blow up monsters by the thousands with the only mission to defend their castle. As the swarms grow crazier, players will level up and upgrade their arsenal from a simple gun to devastating weapons capable of taking down dragons!

Learn more:
https://www.nettosgameroom.com/2026/04/1-versus-10000-shooter-guns-n-goblins.html

Netto's Game Room:
Check out Netto's Game Room for daily video game news updates, reviews, interviews with developers, and more original content! Gaming is our forte!

Website: http://www.nettosgameroom.com
Facebook: https://www.facebook.com/NettosGameRoom
X: https://x.com/NettosGameRoom
Tumblr: http://tumblr.nettosgameroom.com/
Flipboard: https://flipboard.com/@NettosGameRoom
Pinterest: https://www.pinterest.com/nettosgameroom/
Discord: https://discord.com/invite/6TKzcb3WxS

",unknown_date,web_result
881940,"""Guns 'n Goblins"" developer",general,1,tavily,basic,10,https://en.wikipedia.org/wiki/Ghosts_%27n_Goblins_(video_game),Ghosts 'n Goblins (video game),"Ghosts 'n Goblins, known as Makaimura in Japan, is a 1985 platform game developed and published by Capcom for arcades. It is the first game in the Ghosts 'n",unknown_date,web_result
881940,"""Guns 'n Goblins"" developer",general,1,tavily,basic,10,https://www.ign.com/games/guns-n-goblins,Guns 'n Goblins,"# Guns 'n Goblins. ### Images & Screenshots. ### Summary. Face a deluge of monsters in this incremental horde survivor FPS. Build your Bastion, level up your character, and upgrade your arsenal to rise from Apprentice Bell Ringer to Master Dragon Hunter. Action, RPG, Shooter, First-Person. ## Guns 'n Goblins News. Guns 'n Goblins - Official Reveal Trailer. Apr 23, 2026- A horde-based survival first-person shooter coming soon to PC.",unknown_date,web_result
881940,"site:tiktok.com ""Guns 'n Goblins""",social,4,tavily,basic,12,https://www.tiktok.com/tag/goblinhordeextinction,goblinhordeextinction,"Guns 'n Goblins is a new incremental horde-based survivor FPS from Séverin Larose, Minishoot' Adventures (Metacritic: 87) game designer and co-founder of",unknown_date,social_post
881940,"site:tiktok.com ""Guns 'n Goblins""",social,4,tavily,basic,12,https://www.tiktok.com/@jfgames.agency/video/7632063809493994775,Guns ’n Goblins is a new incremental horde-based survivor ...,"Launched in 2020, the game emphasizes tactical depth, teamwork, and individual skill. Gameplay revolves around two teams: attackers aiming to",unknown_date,social_post
881940,"site:tiktok.com ""Guns 'n Goblins""",social,4,tavily,basic,12,https://www.tiktok.com/@alphabetagamer/video/7666989090247609622,"In base-building FPS indie game, Guns 'n Goblins, you blast ...","In base-building FPS indie game, Guns 'n Goblins, you blast massive swarms of goblins as they try to attack your bell tower!",unknown_date,social_post
881940,"site:tiktok.com ""Guns 'n Goblins""",social,4,tavily,basic,12,https://www.tiktok.com/@digitallibraryinc/video/7654726233250352397,Digital Library on TikTok,"Image 1: Guns n’ Goblins is an upcoming bullet hell rougelike where you build your bastion, level up your character, and upgrade your arsenal to rise in the rankings and get stronger You’ll ring the bell as often as you dare to call a horde of monsters to attack your bastion and with every completed wave you’ll unlock new weapons to upgrade and climb deadlier heights Coming sometime in 2027! You’ll ring the bell as often as you dare to call a horde of monsters to attack your bastion and with every completed wave you’ll unlock new weapons to upgrade and climb deadlier heights. Image 3: In Long Gone you’ll explore an abandoned world while solving environmental puzzles with your cat and uncovering the secret lives of the people long gone! Image 17: Hôm nay, chúng tôi đã hoàn thành trách nhiệm và nghĩa tình, tiễn đưa người bố kính yêu của mình về nơi an nghỉ cuối cùng.",unknown_date,social_post
881940,"site:tiktok.com ""Guns 'n Goblins""",social,4,tavily,basic,12,https://www.tiktok.com/@zerogninja/video/7632799366129945870,Zero G Ninja on TikTok,"#### Company. #### Program. #### Terms & Policies. Image 1: Guns n Goblins Official Reveal Trailer. Guns n Goblins Official Reveal Trailer. Scroll, use the ↑ ↓ keys, or click the arrows on the right to browse your feed.",unknown_date,social_post
