appid,title_old,rank_old
3219960,ICE on the EDGE,2847
796530,ALTERA,2848
3128610,Plane Graveyard Simulator,2849
2377600,Cozy Dungeons,2850
3802950,Trinity 64,2851
1736200,Sealed Gate,2852
3820540,The Grey Elegy: Under the Cursed Wings,2853
1848600,Sang: The Desert Blade,2854
3115480,Diviner,2855
4360160,Horse Race Tests: Life is Pain,2856
2680440,MONOWAVE,2857
3301300,Wild Terrain,2858
2184850,Darwake: Awakening from the Nightmare,2859
2575040,Mansion of Memories,2860
2413960,Dark,2861
673100,Code of The Savage,2862
3574020,Ramen Simulator,2863
2879320,The Night Wanderer,2864
1290060,D.E.E.P. Battle of Jove,2865
3250400,Age of History 3: Multiplayer,2866
2506890,S: Lost Chapters,2867
2637210,Flow Of War,2868
1536910,Snow Plow,2869
3598180,Midnight Souls,2870
3953700,"Your Judgment, Inquisitor",2871
1465790,Dark Moonlight,2872
3967280,Furry Adventure Club and the Temple of Pawsion 🐱,2873
3180000,Blades For Hire,2874
4310440,Crown Siege,2875
2744110,VTumbler,2876
4336530,There Are Millions of Goblins,2877
1722800,Colossus - Eternal Blight,2878
3260830,A Tiny Wander,2879
3040930,Just A Shadow Game,2880
3398880,Castle V Castle,2881
3731270,mobOS,2882
1345720,FBI Agent Simulator,2883
3498700,Appulse,2884
3695950,SAFE INSIDE,2885
2126810,Memory's Reach,2886
3570110,Summoner's Gambit,2887
1607930,Drake's Odds: Survive,2888
1377710,Lawmage Academy,2889
3942400,Back To Drive,2890
3661400,Gourdlets Together,2891
1476040,Far North,2892
3137880,Anthill Village,2893
2394250,Rich Dad Simulator,2894
2766910,PengPong,2895
2455710,Golembert,2896
3222280,Infinitory,2897
2993920,Revived House,2898
2026450,Stunt Derby,2899
4408560,Split Happens,2900
1946440,Starfall Protocol,2901
3348920,Skill Eater,2902
2758190,Our Freedom,2903
4078110,Suncraft,2904
3444260,NeverLight,2905
2886300,Gunny Ascend,2906
2449700,HIGHWAY PATROL SIMULATOR,2907
3227040,Dress the Duel,2908
3503710,Medieval Horse Dealer Simulator,2909
3581140,Clockwork Maiden,2910
2156800,Ithaca,2911
2280360,Scarecrow,2912
3610500,MEGANAUT,2913
4084180,TORNBLADE,2914
2904120,Sand Nomads,2915
3452720,Realm of Taiwu,2916
826640,EARTHLOCK 2,2917
1916800,More Ore - The Incremental Idle RPG,2918
4235410,Future Knight,2919
1894560,HomeGrown,2920
4181440,RadCity: A Post-Apocalyptic Adventure,2921
872450,Let's Seduce the Heroine!,2922
3237240,The Soul,2923
1057630,Restaurant Renovator,2924
2731550,Ocean Gap,2925
4425120,Greetings from El Rey,2926
3842050,Ornelia,2927
4297840,Rock Bottom,2928
2902720,SPAM,2929
2508550,Secret Forest,2930
1465620,Moses: From Egypt to the Promised Land,2931
1467110,Treasure Hunter Simulator 2,2932
1767010,Echoes of the Stars,2933
2398920,PREDATORS,2934
1271900,Aethyr,2935
3125540,Blade of Wiz,2936
1145440,Bloom: Memories,2937
1630460,iii: Revolving Wonderland,2938
4123810,Sonic Terror,2939
2002840,Gossamer Matrix,2940
2649320,Shuffle Waifu Cafe,2941
4267800,Bandit Simulator TD,2942
2401280,Forastero,2943
3405680,Teamcrafter,2944
2967220,yan魇: Parasomnia,2945
3764730,Winter Resort Simulator 3,2946
3702540,Between Adventures IDLE,2947
1890310,Rogue Blight,2948
2324660,Cart Life,2949
